room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
1.0,2.0,22.0,1.76,332.0,10
1.0,2.0,4.0,1.28,301.0,195
0.0,3.0,16.0,0.49,0.0,52
0.0,2.0,85.0,2.73,171.0,45
1.0,4.0,69.0,2.13,280.0,499
0.0,3.0,30.0,4.71,73.0,160
1.0,2.0,30.0,3.85,76.0,200
2.0,1.0,23.0,3.67,13.0,30
0.0,2.0,58.0,3.44,52.0,50
0.0,3.0,6.0,0.95,348.0,100
0.0,2.0,3.0,0.08,0.0,120
0.0,2.0,4.0,0.24,0.0,52
0.0,1.0,1.0,0.02,0.0,75
1.0,4.0,13.0,0.28,277.0,290
0.0,5.0,11.0,0.13,365.0,77
1.0,2.0,1.0,0.05,0.0,150
0.0,7.0,130.0,3.38,78.0,109
0.0,2.0,3.0,0.24,0.0,155
0.0,2.0,11.0,2.39,113.0,60
0.0,2.0,18.0,0.63,0.0,60
1.0,5.0,22.0,2.19,40.0,137
1.0,3.0,7.0,2.84,5.0,130
0.0,1.0,3.0,0.63,151.0,180
0.0,2.0,1.0,0.02,0.0,190
0.0,2.0,35.0,2.41,85.0,60
0.0,2.0,1.0,0.04,0.0,80
1.0,2.0,34.0,3.03,96.0,110
0.0,2.0,3.0,0.27,0.0,40
0.0,10.0,8.0,0.34,0.0,100
1.0,1.0,3.0,0.35,179.0,225
1.0,4.0,41.0,0.8,236.0,230
0.0,1.0,1.0,1.0,138.0,90
1.0,2.0,31.0,1.15,175.0,169
1.0,1.0,1.0,1.0,1.0,120
1.0,7.0,7.0,0.3,0.0,99
1.0,5.0,1.0,0.02,0.0,99
1.0,3.0,115.0,2.61,243.0,200
0.0,1.0,3.0,0.07,0.0,79
1.0,3.0,30.0,1.08,4.0,125
1.0,2.0,95.0,1.91,283.0,110
0.0,2.0,42.0,1.9,0.0,95
0.0,1.0,1.0,0.03,0.0,225
0.0,2.0,5.0,0.11,4.0,65
1.0,3.0,17.0,0.43,26.0,195
0.0,3.0,9.0,3.7,90.0,165
1.0,2.0,25.0,0.74,30.0,188
0.0,1.0,209.0,5.79,76.0,105
0.0,1.0,39.0,6.65,221.0,89
0.0,1.0,14.0,0.37,0.0,100
1.0,2.0,5.0,0.15,0.0,299
1.0,2.0,77.0,1.77,274.0,70
0.0,1.0,1.0,0.02,0.0,75
1.0,3.0,4.0,0.18,0.0,162
0.0,1.0,10.0,0.52,97.0,80
1.0,2.0,3.0,0.08,0.0,300
0.0,1.0,9.0,0.69,57.0,60
1.0,3.0,7.0,2.33,307.0,400
0.0,2.0,29.0,3.13,324.0,62
1.0,1.0,1.0,0.06,0.0,100
0.0,2.0,1.0,1.0,1.0,40
1.0,5.0,5.0,3.19,189.0,499
1.0,2.0,4.0,0.94,0.0,160
0.0,1.0,3.0,0.2,0.0,46
0.0,1.0,1.0,0.16,66.0,45
1.0,5.0,2.0,0.04,0.0,90
1.0,2.0,179.0,4.18,228.0,173
0.0,1.0,18.0,1.87,161.0,55
1.0,1.0,187.0,2.36,221.0,160
1.0,3.0,79.0,0.88,349.0,120
0.0,3.0,5.0,0.13,0.0,67
1.0,3.0,1.0,0.03,0.0,250
1.0,7.0,15.0,0.23,178.0,75
0.0,3.0,9.0,0.34,6.0,60
1.0,2.0,322.0,4.71,258.0,140
0.0,4.0,47.0,1.01,3.0,95
0.0,6.0,6.0,0.12,324.0,43
0.0,3.0,11.0,0.82,62.0,75
1.0,2.0,3.0,0.33,88.0,190
1.0,4.0,143.0,2.56,204.0,300
1.0,5.0,268.0,3.04,202.0,85
1.0,1.0,9.0,0.39,364.0,106
1.0,3.0,151.0,3.32,105.0,100
0.0,3.0,15.0,0.88,31.0,65
0.0,1.0,1.0,1.0,270.0,100
0.0,2.0,2.0,0.08,0.0,35
0.0,1.0,39.0,0.37,364.0,80
1.0,3.0,184.0,2.65,84.0,250
0.0,2.0,51.0,0.81,73.0,65
1.0,4.0,19.0,0.43,343.0,175
1.0,5.0,9.0,0.17,262.0,100
1.0,7.0,1.0,0.11,0.0,150
1.0,7.0,24.0,0.71,0.0,76
2.0,2.0,1.0,0.05,0.0,45
0.0,1.0,1.0,1.0,174.0,40
1.0,4.0,12.0,0.31,0.0,150
0.0,3.0,33.0,1.66,127.0,67
0.0,3.0,11.0,2.73,54.0,35
1.0,2.0,28.0,0.8,131.0,139
0.0,2.0,63.0,1.8,150.0,75
1.0,1.0,5.0,2.54,76.0,179
0.0,2.0,28.0,0.85,0.0,50
0.0,3.0,7.0,4.04,365.0,135
1.0,3.0,63.0,1.82,18.0,119
1.0,10.0,8.0,0.2,277.0,102
0.0,2.0,24.0,0.63,318.0,85
1.0,1.0,43.0,1.67,64.0,49
0.0,1.0,1.0,0.02,0.0,55
1.0,2.0,252.0,6.08,290.0,97
0.0,1.0,27.0,0.28,311.0,165
0.0,1.0,37.0,2.19,39.0,48
0.0,1.0,1.0,0.03,0.0,80
1.0,2.0,11.0,0.87,0.0,350
0.0,3.0,7.0,0.22,0.0,35
0.0,2.0,97.0,1.81,262.0,47
1.0,5.0,1.0,0.02,0.0,90
0.0,3.0,5.0,0.23,0.0,80
1.0,1.0,2.0,0.08,0.0,130
0.0,3.0,24.0,0.31,352.0,160
2.0,1.0,9.0,7.5,15.0,99
0.0,2.0,3.0,0.16,0.0,55
1.0,6.0,1.0,0.14,26.0,200
1.0,3.0,163.0,1.96,218.0,75
1.0,4.0,17.0,0.3,170.0,150
0.0,2.0,7.0,0.21,32.0,100
1.0,2.0,32.0,2.02,47.0,185
1.0,3.0,14.0,1.33,3.0,199
1.0,5.0,5.0,3.33,101.0,188
1.0,4.0,19.0,2.63,168.0,805
1.0,4.0,33.0,0.54,0.0,169
1.0,3.0,6.0,4.5,343.0,600
1.0,2.0,13.0,1.54,73.0,65
1.0,3.0,48.0,1.4,53.0,200
1.0,7.0,3.0,0.06,250.0,225
0.0,2.0,16.0,0.46,0.0,50
1.0,3.0,2.0,0.78,107.0,150
1.0,2.0,20.0,0.41,0.0,85
1.0,2.0,10.0,0.26,0.0,185
2.0,3.0,14.0,1.24,361.0,36
1.0,3.0,107.0,4.31,77.0,100
0.0,2.0,62.0,4.14,9.0,65
0.0,8.0,11.0,0.35,0.0,40
2.0,1.0,37.0,2.75,60.0,90
1.0,6.0,1.0,0.1,0.0,110
1.0,2.0,68.0,0.91,358.0,425
0.0,3.0,86.0,2.88,78.0,79
1.0,2.0,14.0,0.3,0.0,160
1.0,8.0,33.0,0.58,271.0,189
1.0,2.0,75.0,1.5,339.0,295
1.0,7.0,45.0,1.06,161.0,80
1.0,1.0,74.0,3.66,3.0,225
0.0,2.0,37.0,1.33,304.0,120
2.0,2.0,1.0,0.06,0.0,55
1.0,7.0,7.0,0.23,0.0,145
0.0,1.0,6.0,0.31,0.0,50
0.0,4.0,229.0,2.45,26.0,71
0.0,1.0,2.0,0.03,0.0,90
1.0,1.0,15.0,7.63,46.0,69
0.0,7.0,1.0,0.03,0.0,63
2.0,1.0,17.0,0.94,0.0,30
1.0,2.0,1.0,0.02,0.0,85
0.0,2.0,1.0,0.07,0.0,38
0.0,1.0,6.0,0.5,0.0,60
1.0,2.0,49.0,2.3,211.0,130
1.0,3.0,6.0,0.18,333.0,325
0.0,3.0,5.0,0.23,0.0,120
0.0,3.0,2.0,0.05,0.0,41
0.0,1.0,4.0,0.06,0.0,60
2.0,1.0,104.0,2.26,333.0,62
0.0,2.0,41.0,4.07,39.0,45
0.0,1.0,1.0,0.02,0.0,95
0.0,2.0,7.0,1.28,175.0,110
1.0,2.0,11.0,2.29,3.0,70
0.0,1.0,8.0,5.45,123.0,185
0.0,1.0,46.0,5.59,20.0,85
0.0,2.0,27.0,0.35,2.0,50
1.0,1.0,5.0,0.1,0.0,160
0.0,2.0,20.0,0.47,347.0,50
1.0,2.0,5.0,0.27,0.0,165
0.0,2.0,61.0,2.4,110.0,45
0.0,2.0,41.0,1.34,180.0,69
1.0,3.0,17.0,4.51,329.0,95
0.0,2.0,26.0,2.34,55.0,150
1.0,3.0,15.0,8.82,357.0,300
1.0,2.0,33.0,2.55,267.0,145
0.0,7.0,1.0,0.05,0.0,50
1.0,1.0,3.0,0.07,0.0,65
0.0,1.0,23.0,1.25,93.0,99
1.0,3.0,44.0,0.92,34.0,175
0.0,3.0,2.0,0.23,0.0,79
1.0,2.0,3.0,3.0,302.0,210
1.0,1.0,4.0,0.61,74.0,189
1.0,2.0,1.0,0.16,5.0,100
0.0,1.0,67.0,3.47,28.0,69
0.0,7.0,5.0,0.16,0.0,60
1.0,3.0,12.0,4.29,151.0,149
0.0,1.0,2.0,0.04,0.0,45
0.0,7.0,1.0,0.05,0.0,48
1.0,1.0,17.0,1.62,5.0,160
0.0,3.0,32.0,1.39,72.0,75
0.0,7.0,1.0,0.03,0.0,59
1.0,7.0,4.0,0.17,72.0,475
1.0,2.0,220.0,2.97,268.0,145
0.0,5.0,1.0,0.04,0.0,80
0.0,1.0,2.0,2.0,23.0,51
1.0,1.0,9.0,4.22,162.0,130
1.0,2.0,135.0,2.62,151.0,180
0.0,10.0,19.0,0.3,13.0,73
1.0,2.0,3.0,0.26,0.0,173
0.0,3.0,64.0,2.58,224.0,100
0.0,2.0,10.0,0.38,0.0,70
1.0,2.0,5.0,2.94,57.0,300
1.0,3.0,77.0,4.05,22.0,83
1.0,5.0,2.0,0.04,0.0,149
0.0,5.0,4.0,0.11,0.0,57
0.0,1.0,10.0,1.41,169.0,80
0.0,3.0,14.0,0.24,347.0,75
0.0,1.0,1.0,1.0,61.0,59
0.0,2.0,1.0,0.03,0.0,48
1.0,4.0,1.0,0.02,0.0,199
1.0,6.0,5.0,0.24,17.0,200
0.0,2.0,98.0,2.88,164.0,125
1.0,2.0,3.0,0.05,0.0,200
1.0,5.0,3.0,2.5,7.0,145
0.0,3.0,3.0,0.08,0.0,70
0.0,6.0,7.0,0.54,179.0,55
0.0,7.0,15.0,0.26,249.0,128
0.0,2.0,126.0,1.98,39.0,95
1.0,3.0,1.0,0.03,0.0,125
0.0,2.0,77.0,1.91,12.0,80
0.0,1.0,84.0,0.78,310.0,125
0.0,3.0,4.0,0.18,0.0,165
0.0,3.0,7.0,0.51,0.0,46
1.0,2.0,10.0,1.55,346.0,170
1.0,4.0,4.0,2.26,260.0,179
1.0,2.0,214.0,4.89,82.0,90
1.0,2.0,8.0,0.25,0.0,229
0.0,1.0,25.0,1.75,332.0,55
1.0,2.0,77.0,0.97,0.0,179
1.0,4.0,4.0,0.29,0.0,150
0.0,1.0,25.0,7.08,241.0,35
0.0,1.0,2.0,0.09,0.0,50
1.0,3.0,2.0,0.05,0.0,450
0.0,1.0,181.0,5.47,0.0,61
1.0,2.0,93.0,4.61,66.0,275
1.0,1.0,25.0,3.25,143.0,59
1.0,1.0,23.0,5.95,66.0,115
0.0,1.0,4.0,2.26,1.0,90
1.0,2.0,76.0,4.07,147.0,265
0.0,7.0,6.0,1.84,128.0,50
1.0,2.0,6.0,0.58,12.0,111
1.0,3.0,4.0,0.29,7.0,224
1.0,3.0,3.0,0.06,0.0,75
1.0,3.0,28.0,3.31,158.0,146
0.0,2.0,3.0,0.23,0.0,47
0.0,1.0,163.0,2.76,359.0,55
0.0,4.0,30.0,1.18,28.0,147
1.0,3.0,30.0,2.49,55.0,60
0.0,1.0,1.0,0.14,83.0,139
1.0,2.0,70.0,0.8,15.0,165
1.0,1.0,2.0,0.05,0.0,155
0.0,3.0,6.0,0.28,58.0,80
0.0,3.0,8.0,0.33,0.0,88
0.0,6.0,1.0,0.15,0.0,50
1.0,2.0,2.0,0.59,331.0,214
1.0,1.0,75.0,2.66,294.0,75
1.0,3.0,4.0,0.12,0.0,120
0.0,2.0,9.0,0.2,0.0,40
1.0,5.0,52.0,0.5,18.0,150
1.0,5.0,1.0,0.67,0.0,200
0.0,1.0,11.0,0.31,0.0,100
0.0,3.0,10.0,0.38,4.0,84
0.0,2.0,89.0,2.78,310.0,125
0.0,3.0,3.0,0.14,352.0,75
0.0,2.0,9.0,0.16,0.0,105
0.0,2.0,19.0,2.14,251.0,60
1.0,1.0,70.0,3.26,142.0,350
1.0,1.0,1.0,0.68,187.0,179
1.0,3.0,2.0,0.86,36.0,135
0.0,3.0,126.0,1.17,343.0,90
1.0,2.0,50.0,3.93,0.0,112
0.0,7.0,1.0,0.03,0.0,100
0.0,3.0,10.0,1.24,189.0,139
1.0,1.0,39.0,6.46,269.0,308
0.0,4.0,40.0,0.87,0.0,63
0.0,2.0,12.0,0.97,89.0,75
1.0,3.0,45.0,2.56,179.0,98
1.0,2.0,17.0,4.08,271.0,248
1.0,1.0,35.0,2.77,158.0,108
0.0,3.0,7.0,0.16,0.0,45
0.0,3.0,199.0,1.85,326.0,75
1.0,2.0,2.0,0.85,6.0,85
1.0,1.0,13.0,0.22,0.0,125
0.0,1.0,3.0,0.94,167.0,63
1.0,7.0,52.0,0.67,56.0,100
0.0,2.0,36.0,1.03,357.0,44
0.0,3.0,6.0,0.1,60.0,299
1.0,3.0,208.0,2.89,206.0,99
0.0,1.0,1.0,0.03,0.0,80
1.0,3.0,13.0,0.15,83.0,225
2.0,3.0,3.0,1.38,0.0,70
1.0,1.0,59.0,0.84,165.0,100
0.0,3.0,1.0,0.04,0.0,65
1.0,2.0,22.0,1.84,291.0,125
0.0,2.0,50.0,4.21,322.0,115
0.0,4.0,122.0,1.18,233.0,99
1.0,2.0,2.0,2.0,351.0,200
1.0,1.0,4.0,2.07,78.0,150
0.0,4.0,10.0,2.59,42.0,35
1.0,3.0,22.0,0.31,365.0,120
0.0,1.0,70.0,2.93,332.0,55
0.0,6.0,1.0,0.05,0.0,65
0.0,5.0,1.0,0.11,69.0,90
0.0,1.0,68.0,3.02,0.0,79
0.0,6.0,1.0,0.07,0.0,80
0.0,1.0,2.0,0.1,217.0,90
0.0,5.0,33.0,1.17,1.0,69
1.0,4.0,3.0,0.14,0.0,120
0.0,2.0,118.0,1.99,310.0,47
0.0,1.0,1.0,0.02,0.0,45
1.0,3.0,3.0,0.07,0.0,119
0.0,2.0,9.0,0.89,17.0,175
0.0,7.0,1.0,0.04,0.0,160
1.0,4.0,8.0,0.15,0.0,110
0.0,5.0,8.0,0.39,188.0,50
0.0,2.0,14.0,2.68,78.0,80
0.0,2.0,38.0,4.15,243.0,150
0.0,4.0,91.0,1.86,16.0,89
0.0,1.0,9.0,0.48,0.0,199
1.0,1.0,5.0,0.19,0.0,150
0.0,2.0,57.0,1.57,287.0,69
1.0,2.0,2.0,0.08,0.0,153
1.0,8.0,1.0,0.02,0.0,75
1.0,3.0,6.0,1.51,38.0,180
1.0,4.0,4.0,0.26,0.0,90
1.0,2.0,2.0,0.11,0.0,250
0.0,2.0,3.0,0.13,90.0,60
1.0,2.0,104.0,2.81,76.0,135
1.0,1.0,25.0,2.81,39.0,100
1.0,4.0,68.0,0.95,21.0,200
0.0,1.0,3.0,0.06,0.0,70
1.0,7.0,20.0,0.24,365.0,200
0.0,3.0,1.0,0.05,179.0,100
0.0,2.0,13.0,4.59,37.0,45
1.0,4.0,16.0,0.65,14.0,220
1.0,7.0,1.0,0.04,0.0,250
0.0,1.0,61.0,4.11,8.0,150
1.0,5.0,4.0,0.54,1.0,225
1.0,7.0,1.0,0.16,189.0,110
0.0,1.0,25.0,0.88,329.0,145
1.0,3.0,23.0,2.36,326.0,449
1.0,1.0,26.0,0.54,0.0,160
0.0,1.0,4.0,2.31,71.0,51
0.0,3.0,2.0,0.11,0.0,50
1.0,2.0,6.0,0.53,49.0,250
0.0,1.0,72.0,2.98,0.0,115
2.0,1.0,8.0,0.53,347.0,45
1.0,4.0,37.0,0.91,185.0,180
1.0,2.0,119.0,1.93,0.0,220
1.0,1.0,3.0,0.07,0.0,250
1.0,2.0,2.0,0.08,0.0,198
1.0,3.0,43.0,0.49,84.0,199
0.0,2.0,22.0,0.63,8.0,50
1.0,3.0,15.0,1.06,41.0,130
0.0,2.0,1.0,0.05,0.0,75
1.0,1.0,1.0,0.02,0.0,200
1.0,6.0,19.0,0.32,0.0,200
1.0,1.0,89.0,3.72,0.0,95
1.0,1.0,216.0,6.64,257.0,139
0.0,7.0,12.0,0.36,0.0,71
1.0,2.0,2.0,2.0,21.0,110
0.0,3.0,4.0,0.22,302.0,60
0.0,1.0,25.0,0.75,89.0,120
0.0,1.0,2.0,0.06,0.0,35
1.0,1.0,13.0,1.54,0.0,150
1.0,10.0,4.0,0.34,15.0,195
0.0,1.0,11.0,2.92,81.0,150
1.0,3.0,36.0,2.44,293.0,199
1.0,2.0,143.0,4.11,269.0,154
1.0,1.0,12.0,1.2,364.0,750
1.0,2.0,167.0,3.17,17.0,199
0.0,5.0,109.0,1.73,21.0,90
1.0,2.0,88.0,1.31,223.0,250
0.0,1.0,35.0,1.82,318.0,100
1.0,3.0,54.0,0.94,188.0,115
1.0,7.0,2.0,0.03,0.0,83
0.0,2.0,2.0,0.06,0.0,52
1.0,1.0,272.0,11.56,56.0,79
0.0,1.0,38.0,2.64,88.0,50
1.0,2.0,46.0,2.29,168.0,95
1.0,2.0,1.0,1.0,0.0,200
0.0,5.0,3.0,0.12,364.0,55
1.0,6.0,5.0,0.53,192.0,115
0.0,3.0,5.0,0.08,0.0,90
1.0,2.0,23.0,0.58,0.0,250
0.0,1.0,138.0,8.87,177.0,60
0.0,2.0,4.0,0.42,164.0,75
0.0,1.0,24.0,1.79,91.0,100
0.0,1.0,1.0,1.0,357.0,425
1.0,3.0,2.0,0.32,19.0,85
0.0,2.0,43.0,1.94,182.0,110
1.0,2.0,44.0,1.34,0.0,245
0.0,4.0,2.0,0.31,0.0,50
0.0,3.0,22.0,0.32,177.0,75
0.0,2.0,2.0,0.07,0.0,50
1.0,1.0,15.0,1.71,267.0,260
1.0,3.0,6.0,0.16,0.0,99
0.0,1.0,288.0,4.58,103.0,109
0.0,5.0,4.0,0.09,0.0,50
1.0,5.0,48.0,2.11,139.0,398
1.0,1.0,50.0,2.48,287.0,90
1.0,1.0,287.0,7.31,308.0,65
0.0,3.0,6.0,0.14,10.0,50
0.0,1.0,2.0,0.07,188.0,70
1.0,2.0,1.0,0.48,33.0,80
1.0,5.0,11.0,0.23,0.0,95
0.0,2.0,2.0,0.07,0.0,89
1.0,1.0,105.0,4.38,0.0,89
1.0,3.0,53.0,1.97,110.0,155
1.0,1.0,201.0,4.37,293.0,98
0.0,3.0,5.0,0.11,281.0,52
1.0,1.0,9.0,0.25,0.0,65
1.0,2.0,8.0,0.22,0.0,300
0.0,2.0,2.0,0.9,8.0,50
0.0,1.0,8.0,2.53,75.0,70
0.0,2.0,5.0,1.15,306.0,40
0.0,2.0,58.0,2.25,0.0,55
1.0,2.0,3.0,0.06,0.0,225
0.0,5.0,1.0,0.46,89.0,78
1.0,2.0,5.0,0.11,0.0,175
1.0,3.0,71.0,2.66,363.0,100
0.0,1.0,56.0,3.03,325.0,115
1.0,6.0,11.0,0.28,0.0,87
1.0,3.0,20.0,1.36,359.0,275
1.0,4.0,24.0,0.45,0.0,200
1.0,6.0,6.0,0.42,20.0,120
1.0,3.0,2.0,0.05,0.0,125
0.0,2.0,21.0,0.57,363.0,119
1.0,3.0,6.0,0.22,0.0,250
0.0,1.0,1.0,0.04,0.0,150
0.0,2.0,16.0,1.24,330.0,40
1.0,7.0,1.0,0.1,163.0,200
0.0,4.0,13.0,2.29,299.0,55
1.0,2.0,110.0,2.74,124.0,225
0.0,2.0,1.0,0.05,0.0,60
1.0,2.0,7.0,0.29,0.0,120
1.0,4.0,2.0,0.05,0.0,280
0.0,5.0,41.0,1.45,228.0,73
0.0,1.0,11.0,0.28,301.0,125
0.0,2.0,68.0,4.83,0.0,69
1.0,2.0,123.0,4.69,108.0,80
0.0,5.0,20.0,0.54,244.0,45
1.0,1.0,4.0,0.1,0.0,78
1.0,2.0,2.0,2.0,295.0,180
1.0,4.0,11.0,0.44,0.0,80
0.0,1.0,30.0,2.58,365.0,90
0.0,1.0,18.0,1.91,347.0,95
1.0,2.0,4.0,0.09,0.0,300
1.0,1.0,45.0,0.38,355.0,225
0.0,2.0,7.0,0.11,207.0,85
1.0,7.0,2.0,0.14,0.0,250
0.0,1.0,50.0,4.25,339.0,70
1.0,4.0,29.0,0.83,313.0,275
1.0,2.0,4.0,0.24,188.0,165
0.0,1.0,208.0,5.28,260.0,62
0.0,1.0,2.0,0.05,0.0,59
0.0,1.0,1.0,0.02,0.0,120
0.0,2.0,2.0,0.73,15.0,83
0.0,1.0,2.0,2.0,344.0,80
1.0,1.0,2.0,0.03,365.0,5000
1.0,4.0,1.0,0.83,52.0,290
1.0,2.0,1.0,0.02,0.0,120
1.0,1.0,2.0,1.62,356.0,229
0.0,1.0,7.0,0.08,281.0,100
0.0,4.0,6.0,0.16,0.0,65
0.0,2.0,153.0,3.0,0.0,115
0.0,1.0,2.0,0.08,0.0,50
0.0,3.0,10.0,0.3,362.0,85
0.0,2.0,50.0,1.63,179.0,40
0.0,2.0,35.0,1.35,139.0,89
0.0,1.0,23.0,5.9,55.0,94
0.0,3.0,48.0,3.19,181.0,89
0.0,1.0,46.0,6.03,34.0,50
0.0,2.0,2.0,0.42,33.0,75
1.0,3.0,69.0,1.78,5.0,110
0.0,5.0,7.0,0.56,6.0,170
1.0,4.0,83.0,2.82,254.0,182
0.0,1.0,108.0,3.53,356.0,85
1.0,1.0,30.0,11.25,42.0,151
1.0,2.0,64.0,1.68,262.0,240
0.0,1.0,37.0,1.41,356.0,65
0.0,5.0,53.0,1.34,239.0,75
1.0,3.0,41.0,4.29,74.0,350
1.0,5.0,34.0,0.5,333.0,400
1.0,2.0,31.0,2.27,95.0,200
1.0,2.0,24.0,1.01,240.0,1095
1.0,3.0,3.0,2.57,43.0,390
0.0,4.0,8.0,0.85,290.0,34
1.0,5.0,9.0,0.2,0.0,69
0.0,2.0,1.0,0.03,0.0,60
0.0,2.0,1.0,1.0,36.0,85
0.0,7.0,116.0,1.57,308.0,55
1.0,3.0,2.0,0.98,59.0,300
0.0,2.0,4.0,0.55,0.0,150
1.0,1.0,6.0,0.76,215.0,165
0.0,2.0,1.0,0.05,0.0,70
0.0,2.0,1.0,0.16,0.0,60
0.0,4.0,8.0,1.7,0.0,65
1.0,2.0,8.0,0.91,0.0,275
0.0,3.0,4.0,0.21,0.0,55
1.0,4.0,213.0,2.62,277.0,179
1.0,3.0,87.0,1.53,204.0,158
0.0,2.0,18.0,0.4,0.0,40
1.0,4.0,38.0,1.91,309.0,110
1.0,1.0,23.0,2.43,0.0,89
1.0,2.0,7.0,1.08,0.0,130
2.0,1.0,2.0,0.15,89.0,95
1.0,2.0,5.0,0.19,0.0,128
1.0,7.0,2.0,0.04,0.0,200
1.0,1.0,16.0,3.97,9.0,175
1.0,2.0,72.0,3.12,290.0,180
0.0,7.0,40.0,0.82,0.0,33
1.0,4.0,9.0,0.87,0.0,150
0.0,1.0,179.0,7.76,326.0,115
0.0,2.0,18.0,0.47,0.0,150
0.0,2.0,10.0,0.32,342.0,32
1.0,3.0,7.0,0.38,12.0,129
1.0,4.0,31.0,0.91,24.0,155
1.0,2.0,17.0,1.24,7.0,140
1.0,2.0,22.0,3.11,168.0,300
1.0,2.0,44.0,2.23,153.0,325
1.0,7.0,5.0,0.12,358.0,325
0.0,1.0,145.0,2.38,258.0,56
1.0,2.0,23.0,0.48,0.0,250
1.0,3.0,30.0,2.56,114.0,250
1.0,2.0,2.0,2.0,356.0,275
1.0,2.0,3.0,0.07,0.0,250
1.0,2.0,4.0,0.12,0.0,110
1.0,2.0,6.0,3.16,16.0,300
1.0,3.0,69.0,0.79,258.0,190
0.0,1.0,7.0,0.25,0.0,30
0.0,1.0,10.0,0.35,173.0,47
1.0,1.0,11.0,0.29,0.0,157
1.0,5.0,1.0,0.16,0.0,103
1.0,3.0,21.0,2.32,80.0,250
0.0,1.0,6.0,0.93,56.0,40
1.0,3.0,25.0,0.73,12.0,99
0.0,1.0,59.0,7.31,257.0,100
0.0,3.0,25.0,1.9,76.0,100
1.0,3.0,10.0,0.21,3.0,128
0.0,3.0,61.0,0.81,285.0,47
0.0,2.0,29.0,4.39,209.0,159
1.0,1.0,102.0,4.55,33.0,225
1.0,6.0,3.0,0.46,108.0,90
1.0,7.0,8.0,0.35,301.0,90
0.0,7.0,13.0,2.23,13.0,110
0.0,10.0,36.0,0.48,0.0,150
0.0,3.0,112.0,1.61,0.0,80
0.0,3.0,86.0,1.88,62.0,149
1.0,3.0,3.0,0.06,0.0,150
1.0,3.0,3.0,0.2,78.0,95
1.0,2.0,118.0,4.47,121.0,115
0.0,1.0,1.0,0.02,0.0,56
1.0,2.0,2.0,0.07,0.0,109
0.0,2.0,22.0,1.88,0.0,75
1.0,3.0,88.0,2.68,267.0,408
1.0,2.0,3.0,3.0,146.0,150
0.0,2.0,1.0,0.02,0.0,78
1.0,2.0,220.0,3.1,287.0,195
0.0,5.0,13.0,0.33,89.0,51
1.0,5.0,72.0,1.18,0.0,179
1.0,1.0,3.0,1.91,155.0,150
0.0,3.0,41.0,0.81,294.0,75
0.0,3.0,87.0,1.37,305.0,65
0.0,1.0,278.0,2.95,192.0,89
0.0,3.0,9.0,0.83,142.0,85
1.0,4.0,10.0,0.12,0.0,350
1.0,3.0,1.0,0.36,0.0,250
0.0,3.0,37.0,1.06,19.0,175
2.0,1.0,16.0,0.71,364.0,27
1.0,1.0,40.0,3.46,15.0,60
0.0,1.0,108.0,1.84,261.0,50
0.0,2.0,20.0,4.29,5.0,85
0.0,2.0,3.0,0.47,8.0,105
0.0,5.0,64.0,0.67,68.0,75
1.0,1.0,9.0,5.29,88.0,249
0.0,2.0,1.0,0.2,0.0,75
1.0,5.0,4.0,0.08,0.0,272
0.0,7.0,1.0,0.03,0.0,30
1.0,3.0,2.0,0.14,78.0,350
0.0,1.0,143.0,4.82,221.0,164
1.0,3.0,54.0,1.26,331.0,89
0.0,3.0,5.0,0.77,1.0,90
0.0,3.0,11.0,0.28,364.0,150
1.0,2.0,60.0,1.18,16.0,195
1.0,10.0,4.0,0.38,35.0,130
0.0,1.0,4.0,0.13,0.0,55
0.0,2.0,43.0,0.82,302.0,45
1.0,1.0,43.0,1.91,343.0,495
1.0,4.0,18.0,0.39,30.0,140
0.0,1.0,54.0,7.47,0.0,115
1.0,4.0,51.0,0.62,172.0,225
0.0,2.0,13.0,2.06,6.0,38
0.0,1.0,14.0,5.25,20.0,60
1.0,5.0,6.0,0.17,67.0,200
0.0,2.0,45.0,0.64,310.0,62
1.0,2.0,5.0,0.12,0.0,120
0.0,1.0,18.0,0.32,146.0,70
1.0,4.0,2.0,0.18,3.0,260
0.0,2.0,38.0,0.61,0.0,100
0.0,3.0,107.0,2.57,209.0,50
1.0,7.0,4.0,0.11,0.0,150
1.0,3.0,64.0,1.38,296.0,102
1.0,2.0,1.0,1.0,2.0,300
1.0,1.0,1.0,1.0,277.0,145
1.0,1.0,72.0,1.46,0.0,100
1.0,1.0,3.0,0.22,83.0,450
1.0,3.0,5.0,0.66,37.0,199
1.0,3.0,26.0,0.61,74.0,199
0.0,2.0,146.0,2.21,265.0,119
1.0,1.0,6.0,0.18,0.0,140
0.0,2.0,59.0,1.37,33.0,90
1.0,1.0,2.0,0.05,0.0,177
0.0,3.0,22.0,3.13,94.0,48
1.0,3.0,1.0,0.03,0.0,125
0.0,2.0,2.0,0.15,0.0,74
0.0,1.0,51.0,3.86,92.0,100
1.0,4.0,91.0,2.1,3.0,147
0.0,1.0,6.0,4.62,74.0,59
0.0,1.0,36.0,2.79,0.0,60
1.0,2.0,6.0,0.95,7.0,200
2.0,2.0,14.0,1.92,224.0,30
1.0,1.0,13.0,2.1,345.0,239
1.0,3.0,7.0,3.0,66.0,100
0.0,2.0,13.0,2.58,162.0,44
